record_id,record_source,seed_source_file,source_dataset,source_row_type,source_section,source_direction,source_status,source_notes,source_keywords,source_link,import_batch,first_seen_date,last_seen_date,canonical_id,year,is_seed_record,arxiv_id,title,authors,submitted,updated,abs_url,pdf_url,comment,journal_ref,accepted,venue,venue_type,publication_source,publication_evidence,publication_confidence,code_url,abstract,primary_section,primary_category,paper_role,relevance_score,summary,representation_forms,content_types,lifecycle_stages,safety_properties,keyword_tags,threat_tags,defense_tags,future_tags
2603.13605v1,arxiv_api,,daily_arxiv,live_fetch,,,fetched_from_arxiv,,,http://arxiv.org/abs/2603.13605v1,2026-03-30,2026-03-30,2026-04-03,2603.13605v1,2026,False,2603.13605v1,Orla: A Library for Serving LLM-Based Multi-Agent Systems,"Rana Shahout, Hayder Tirmazi, Minlan Yu, Michael Mitzenmacher",2026-03-13,2026-03-13,http://arxiv.org/abs/2603.13605v1,https://arxiv.org/pdf/2603.13605v1,,,False,,unknown,none,,0.0,,"We introduce Orla, a library for constructing and running LLM-based agentic systems. Modern agentic applications consist of workflows that combine multiple LLM inference steps, tool calls, and heterogeneous infrastructure. Today, developers typically build these systems by manually composing orchestration code with LLM serving engines and tool execution logic. Orla provides a general abstraction that separates request execution from workflow-level policy. It acts as a serving layer above existing LLM inference engines: developers define workflows composed of stages, while Orla manages how those stages are mapped, executed, and coordinated across models and backends. It provides agent-level control through three mechanisms: a stage mapper, which assigns each stage to an appropriate model and backend; a workflow orchestrator, which schedules stages and manages their resources and context; and a memory manager, which manages inference state such as the KV cache across workflow boundaries. We demonstrate Orla with a customer support workflow that exercises many of its capabilities. We evaluate Orla on two datasets, showing that stage mapping improves latency and cost compared to a single-model vLLM baseline, while workflow-level cache management reduces time-to-first-token.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"We introduce Orla, a library for constructing and running LLM-based agentic systems. Modern agentic applications consist of workflows that combine multiple LLM inference steps, tool calls, and heterogeneous infrastructure. Today, developers typically build these systems by manually composing orchestration code with LLM serving engines and tool execution logi",Contextual Memory | Shared or Distributed Memory,,Act,,agent | memory | tool-use,memory injection | memory poisoning,,
2603.13191v1,memory_bank_api+arxiv_api,,memory_bank_api,,,,imported_from_memory_bank,,,,memory-bank-import-2026-03-30,2026-03-30,2026-04-03,2603.13191v1,2026,False,2603.13191v1,From Experiments to Expertise: Scientific Knowledge Consolidation for AI-Driven Computational Research,Haonan Huang,2026-03-13,2026-03-13,http://arxiv.org/abs/2603.13191v1,https://arxiv.org/pdf/2603.13191v1,,,False,,unknown,none,,0.0,,"While large language models (LLMs) have transformed AI agents into proficient executors of computational materials science, performing a hundred simulations does not make a researcher. What distinguishes research from routine execution is the progressive accumulation of knowledge -- learning which approaches fail, recognizing patterns across systems, and applying understanding to new problems. However, the prevailing paradigm in AI-driven computational science treats each execution in isolation, largely discarding hard-won insights between runs. Here we present QMatSuite, an open-source platform closing this gap. Agents record findings with full provenance, retrieve knowledge before new calculations, and in dedicated reflection sessions correct erroneous findings and synthesize observations into cross-compound patterns. In benchmarks on a six-step quantum-mechanical simulation workflow, accumulated knowledge reduces reasoning overhead by 67% and improves accuracy from 47% to 3% deviation from literature -- and when transferred to an unfamiliar material, achieves 1% deviation with zero pipeline failures.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"While large language models (LLMs) have transformed AI agents into proficient executors of computational materials science, performing a hundred simulations does not make a researcher. What distinguishes research from routine execution is the progressive accumulation of knowledge -- learning which approaches fail, recognizing patterns across systems, and app",,Declarative | Reflective | Reasoning,Retrieve,Provenance or Traceability,agent | retrieval | benchmark | reflection,,provenance,
2603.13017v1,arxiv_api,,daily_arxiv,live_fetch,,,fetched_from_arxiv,,,http://arxiv.org/abs/2603.13017v1,2026-03-30,2026-03-30,2026-04-03,2603.13017v1,2026,False,2603.13017v1,Structured Distillation for Personalized Agent Memory: 11x Token Reduction with Retrieval Preservation,Sydney Lewis,2026-03-13,2026-03-13,http://arxiv.org/abs/2603.13017v1,https://arxiv.org/pdf/2603.13017v1,6 figures. Code: https://github.com/Process-Point-Technologies-Corporation/searchat,,False,,unknown,none,6 figures. Code: https://github.com/Process-Point-Technologies-Corporation/searchat,0.15,https://github.com/Process-Point-Technologies-Corporation/searchat,"Long conversations with an AI agent create a simple problem for one user: the history is useful, but carrying it verbatim is expensive. We study personalized agent memory: one user's conversation history with an agent, distilled into a compact retrieval layer for later search. Each exchange is compressed into a compound object with four fields (exchange_core, specific_context, thematic room_assignments, and regex-extracted files_touched). The searchable distilled text averages 38 tokens per exchange. Applied to 4,182 conversations (14,340 exchanges) from 6 software engineering projects, the method reduces average exchange length from 371 to 38 tokens, yielding 11x compression. We evaluate whether personalized recall survives that compression using 201 recall-oriented queries, 107 configurations spanning 5 pure and 5 cross-layer search modes, and 5 LLM graders (214,519 consensus-graded query-result pairs). The best pure distilled configuration reaches 96% of the best verbatim MRR (0.717 vs 0.745). Results are mechanism-dependent. All 20 vector search configurations remain non-significant after Bonferroni correction, while all 20 BM25 configurations degrade significantly (effect sizes |d|=0.031-0.756). The best cross-layer setup slightly exceeds the best pure verbatim baseline (MRR 0.759). Structured distillation compresses single-user agent memory without uniformly sacrificing retrieval quality. At 1/11 the context cost, thousands of exchanges fit within a single prompt while the verbatim source remains available for drill-down. We release the implementation and analysis pipeline as open-source software.",Threat Landscape,Privacy and Confidentiality,Benchmark,0.55,"Long conversations with an AI agent create a simple problem for one user: the history is useful, but carrying it verbatim is expensive. We study personalized agent memory: one user's conversation history with an agent, distilled into a compact retrieval layer for later search. Each exchange is compressed into a compound object with four fields (exchange_core",Contextual Memory | External Retrieved Memory | Interaction-Derived Memory,Profile or Persona,Retrieve,,agent | memory | retrieval | rag | personalization,memory injection | memory poisoning,,
2603.12942,github_awesome_repo+arxiv_api,,github_awesome_repo,awesome-readme,Awesome-AI-Memory > 📚 Paper List,iaar-shanghai-awesome-ai-memory,imported_from_github_awesome,"repo_url=https://github.com/IAAR-Shanghai/Awesome-AI-Memory || readme_path=README.md || readme_commit=4f8be5cb08d9d251a926adc19aaf55b6f27c92ce || readme_commit_date=2026-03-23T06:40:20Z || raw_line=<td style=""width: 15%;""><a href=""https://arxiv.org/pdf/2603.12942"">",Awesome-AI-Memory > 📚 Paper List,https://github.com/IAAR-Shanghai/Awesome-AI-Memory,awesome-import-2026-03-30,2026-03-30,2026-04-03,2603.12942,2026,False,2603.12942,ReMem-VLA: Empowering Vision-Language-Action Model with Memory via Dual-Level Recurrent Queries,"Li, Hang, Shen, Fengyi, Chen, Dong, Yang, Liudi, Wang, Xudong, Shi, Jinkui, Bing, Zhenshan, Liu, Ziyuan, Knoll, Alois",2026-03-13,2026-03-13,https://arxiv.org/abs/2603.12942,https://arxiv.org/pdf/2603.12942,,,False,,unknown,none,,0.0,,"Vision-language-action (VLA) models for closed-loop robot control are typically cast under the Markov assumption, making them prone to errors on tasks requiring historical context. To incorporate memory, existing VLAs either retrieve from a memory bank, which can be misled by distractors, or extend the frame window, whose fixed horizon still limits long-term retention. In this paper, we introduce ReMem-VLA, a Recurrent Memory VLA model equipped with two sets of learnable queries: frame-level recurrent memory queries for propagating information across consecutive frames to support short-term memory, and chunk-level recurrent memory queries for carrying context across temporal chunks for long-term memory. These queries are trained end-to-end to aggregate and maintain relevant context over time, implicitly guiding the model's decisions without additional training or inference cost. Furthermore, to enhance visual memory, we introduce Past Observation Prediction as an auxiliary training objective. Through extensive memory-centric simulation and real-world robot experiments, we demonstrate that ReMem-VLA exhibits strong memory capabilities across multiple dimensions, including spatial, sequential, episodic, temporal, and visual memory. ReMem-VLA significantly outperforms memory-free VLA baselines $\pi$0.5 and OpenVLA-OFT and surpasses MemoryVLA on memory-dependent tasks by a large margin.",Threat Landscape,Temporal Poisoning and Delayed Triggers,System,0.55,"Vision-language-action (VLA) models for closed-loop robot control are typically cast under the Markov assumption, making them prone to errors on tasks requiring historical context. To incorporate memory, existing VLAs either retrieve from a memory bank, which can be misled by distractors, or extend the frame window, whose fixed horizon still limits long-term",Contextual Memory,Episodic,Retrieve | Act,Temporal Consistency,memory | retrieval | episodic-memory,memory injection | memory poisoning,,
2603.12938v1,memory_bank_api+arxiv_api,,memory_bank_api,,,,imported_from_memory_bank,,,,memory-bank-import-2026-03-30,2026-03-30,2026-04-03,2603.12938v1,2026,False,2603.12938v1,Thinking in Streaming Video,"Zikang Liu, Longteng Guo, Handong Li, Ru Zhen, Xingjian He, Ruyi Ji, Xiaoming Ren, Yanhao Zhang, Haonan Lu, Jing Liu",2026-03-13,2026-03-13,http://arxiv.org/abs/2603.12938v1,https://arxiv.org/pdf/2603.12938v1,,,False,,unknown,none,,0.0,https://github.com/johncaged/ThinkStream,"Real-time understanding of continuous video streams is essential for interactive assistants and multimodal agents operating in dynamic environments. However, most existing video reasoning approaches follow a batch paradigm that defers reasoning until the full video context is observed, resulting in high latency and growing computational cost that are incompatible with streaming scenarios. In this paper, we introduce ThinkStream, a framework for streaming video reasoning based on a Watch--Think--Speak paradigm that enables models to incrementally update their understanding as new video observations arrive. At each step, the model performs a short reasoning update and decides whether sufficient evidence has accumulated to produce a response. To support long-horizon streaming, we propose Reasoning-Compressed Streaming Memory (RCSM), which treats intermediate reasoning traces as compact semantic memory that replaces outdated visual tokens while preserving essential context. We further train the model using a Streaming Reinforcement Learning with Verifiable Rewards scheme that aligns incremental reasoning and response timing with the requirements of streaming interaction. Experiments on multiple streaming video benchmarks show that ThinkStream significantly outperforms existing online video models while maintaining low latency and memory usage. Code, models and data will be released at https://github.com/johncaged/ThinkStream",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Real-time understanding of continuous video streams is essential for interactive assistants and multimodal agents operating in dynamic environments. However, most existing video reasoning approaches follow a batch paradigm that defers reasoning until the full video context is observed, resulting in high latency and growing computational cost that are incompa",Contextual Memory | Interaction-Derived Memory,Reasoning,Update | Act,Provenance or Traceability,agent | memory | semantic-memory | benchmark | multimodal | long-horizon,memory injection | memory poisoning,,
2603.12631v1,memory_bank_api+arxiv_api,,memory_bank_api,,,,imported_from_memory_bank,,,,memory-bank-import-2026-03-30,2026-03-30,2026-04-03,2603.12631v1,2026,False,2603.12631v1,Collaborative Multi-Agent Optimization for Personalized Memory System,"Wenyu Mao, Haoyang Liu, Zhao Liu, Haosong Tan, Yaorui Shi, Jiancan Wu, An Zhang, Xiang Wang",2026-03-13,2026-03-13,http://arxiv.org/abs/2603.12631v1,https://arxiv.org/pdf/2603.12631v1,,,False,,unknown,none,,0.0,,"Memory systems are crucial to personalized LLMs by mitigating the context window limitation in capturing long-term user-LLM conversations. Typically, such systems leverage multiple agents to handle multi-granular memory construction and personalized memory retrieval tasks. To optimize the system, existing methods focus on specializing agents on their local tasks independently via prompt engineering or fine-tuning. However, they overlook cross-agent collaboration, where independent optimization on local agents hardly guarantees the global system performance. To address this issue, we propose a Collaborative Reinforcement Learning Framework for Multi-Agent Memory Systems (CoMAM), jointly optimizing local agents to facilitate collaboration. Specifically, we regularize agents' execution as a sequential Markov decision process (MDP) to embed inter-agent dependencies into the state transition, yielding both local task rewards (e.g., information coverage for memory construction) and global rewards (i.e., query-answer accuracy). Then, we quantify each agent's contribution via group-level ranking consistency between local and global rewards, treating them as adaptive weights to assign global credit and integrate local-global rewards. Each agent is optimized by these integrated rewards, aligning local improvements with the global performance. Experiments show CoMAM outperforms leading memory systems, validating the efficacy of our proposed collaborative reinforcement learning for joint optimization.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Memory systems are crucial to personalized LLMs by mitigating the context window limitation in capturing long-term user-LLM conversations. Typically, such systems leverage multiple agents to handle multi-granular memory construction and personalized memory retrieval tasks. To optimize the system, existing methods focus on specializing agents on their local t",Contextual Memory | External Retrieved Memory | Shared or Distributed Memory,Profile or Persona,Retrieve,,agent | memory | retrieval | rag | personalization,memory injection | memory poisoning,,
2603.12572v2,memory_bank_api+arxiv_api,,memory_bank_api,,,,imported_from_memory_bank,,,,memory-bank-import-2026-03-30,2026-03-30,2026-04-03,2603.12572v2,2026,False,2603.12572v2,LMEB: Long-horizon Memory Embedding Benchmark,"Xinping Zhao, Xinshuo Hu, Jiaxin Xu, Danyu Tang, Xin Zhang, Mengjia Zhou, Yan Zhong, Yao Zhou, Zifei Shan, Meishan Zhang, Baotian Hu, Min Zhang",2026-03-13,2026-03-19,http://arxiv.org/abs/2603.12572v2,https://arxiv.org/pdf/2603.12572v2,"35 pages, 9 figures, 23 tables",,False,,unknown,none,"35 pages, 9 figures, 23 tables",0.15,https://github.com/KaLM-Embedding/LMEB,"Memory embeddings are crucial for memory-augmented systems, such as OpenClaw, but their evaluation is underexplored in current text embedding benchmarks, which narrowly focus on traditional passage retrieval and fail to assess models' ability to handle long-horizon memory retrieval tasks involving fragmented, context-dependent, and temporally distant information. To address this, we introduce the Long-horizon Memory Embedding Benchmark (LMEB), a comprehensive framework that evaluates embedding models' capabilities in handling complex, long-horizon memory retrieval tasks. LMEB spans 22 datasets and 193 zero-shot retrieval tasks across 4 memory types: episodic, dialogue, semantic, and procedural, with both AI-generated and human-annotated data. These memory types differ in terms of level of abstraction and temporal dependency, capturing distinct aspects of memory retrieval that reflect the diverse challenges of the real world. We evaluate 15 widely used embedding models, ranging from hundreds of millions to ten billion parameters. The results reveal that (1) LMEB provides a reasonable level of difficulty; (2) Larger models do not always perform better; (3) LMEB and MTEB exhibit orthogonality. This suggests that the field has yet to converge on a universal model capable of excelling across all memory retrieval tasks, and that performance in traditional passage retrieval may not generalize to long-horizon memory retrieval. In summary, by providing a standardized and reproducible evaluation framework, LMEB fills a crucial gap in memory embedding evaluation, driving further advancements in text embedding for handling long-term, context-dependent memory retrieval. LMEB is available at https://github.com/KaLM-Embedding/LMEB.",Threat Landscape,Temporal Poisoning and Delayed Triggers,Benchmark,0.55,"Memory embeddings are crucial for memory-augmented systems, such as OpenClaw, but their evaluation is underexplored in current text embedding benchmarks, which narrowly focus on traditional passage retrieval and fail to assess models' ability to handle long-horizon memory retrieval tasks involving fragmented, context-dependent, and temporally distant informa",Parametric Memory | Contextual Memory | External Retrieved Memory | Interaction-Derived Memory,Episodic | Procedural | Reflective | Reasoning,Retrieve | Act,Temporal Consistency,memory | retrieval | rag | episodic-memory | semantic-memory | procedural-memory | dialogue | benchmark | evaluation | reflection | long-horizon,memory injection | memory poisoning,,
2603.15666v1,arxiv_api,,daily_arxiv,live_fetch,,,fetched_from_arxiv,,,http://arxiv.org/abs/2603.15666v1,2026-03-30,2026-03-30,2026-04-03,2603.15666v1,2026,False,2603.15666v1,"Compiled Memory: Not More Information, but More Precise Instructions for Language Agents","James Rhodes, George Kang",2026-03-12,2026-03-12,http://arxiv.org/abs/2603.15666v1,https://arxiv.org/pdf/2603.15666v1,,,False,,unknown,none,,0.0,,"Existing memory systems for language agents address memory management: how to retrieve and page more information within a context budget. We address a complementary problem -- memory utility: what experience is worth keeping, and how it should change agent behavior. We present Atlas, a memory kernel that compiles accumulated task experience into an agent's instruction structure -- without fine-tuning, RAG, or human intervention. Memory is distillation, not storage; delivery is instruction rewriting, not context injection. Facts extracted from agent failures and successes are verified through a three-step promotion gate and delivered by rewriting the agent's system prompt with learned sub-bullets. On CUAD contract analysis, the evolved prompt improves GPT-4o token-level F1 by $+8.7$pp and precision by $+12.5$pp. On HotpotQA multi-hop QA, joint F1 improves $+3.16$pp. An ablation isolates the mechanism's defining property -- the training signal constraint: the evolved prompt learns exactly what it is taught, and nothing more. Applied to Claude Sonnet~4.5 using the same evolved prompt -- compiled from GPT-4o errors, unchanged -- joint F1 improves $+2.31$pp, with gains concentrating where Claude's stronger baseline leaves the most room -- confirming that the compiled knowledge is task-shaped, not model-shaped.",Threat Landscape,Privacy and Confidentiality,Attack,0.55,"Existing memory systems for language agents address memory management: how to retrieve and page more information within a context budget. We address a complementary problem -- memory utility: what experience is worth keeping, and how it should change agent behavior. We present Atlas, a memory kernel that compiles accumulated task experience into an agent's i",Contextual Memory | External Retrieved Memory | Interaction-Derived Memory,Declarative,Retrieve,,agent | memory | retrieval | rag | injection,memory injection | memory poisoning,,
2603.12485v1,arxiv_api,,daily_arxiv,live_fetch,,,fetched_from_arxiv,,,http://arxiv.org/abs/2603.12485v1,2026-03-30,2026-03-30,2026-04-03,2603.12485v1,2026,False,2603.12485v1,Hunting CUDA Bugs at Scale with cuFuzz,"Mohamed Tarek Ibn ziad, Christos Kozyrakis",2026-03-12,2026-03-12,http://arxiv.org/abs/2603.12485v1,https://arxiv.org/pdf/2603.12485v1,"Accepted for publication at the International Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA 2026)",,True,"the International Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA 2026)",conference,comment_heuristic,"accepted for publication at the international conference on object-oriented programming systems, languages, and applications (oopsla 2026)",0.88,https://github.com/NVlabs/cuFuzz/,"GPUs play an increasingly important role in modern software. However, the heterogeneous host-device execution model and expanding software stacks make GPU programs prone to memory-safety and concurrency bugs that evade static analysis. While fuzz-testing, combined with dynamic error checking tools, offers a plausible solution, it remains underutilized for GPUs. In this work, we identify three main obstacles limiting prior GPU fuzzing efforts: (1) kernel-level fuzzing leading to false positives, (2) lack of device-side coverage-guided feedback, and (3) incompatibility between coverage and sanitization tools. We present cuFuzz, the first CUDA-oriented fuzzer that makes GPU fuzzing practical by addressing these obstacles. cuFuzz uses whole program fuzzing to avoid false positives from independently fuzzing device-side kernels. It leverages NVBit to instrument device-side instructions and merges the resultant coverage with compiler-based host coverage. Finally, cuFuzz decouples sanitization from coverage collection by executing host- and device-side sanitizers in separate processes. cuFuzz uncovers 43 previously unknown bugs (19 in commercial libraries) across 14 CUDA programs, including illegal memory accesses, uninitialized reads, and data races. cuFuzz achieves significantly more discovered edges and unique inputs compared to baseline approaches, especially on closed-source targets. Moreover, we quantify the execution time overheads of the different cuFuzz components and add persistent-mode support to improve the overall fuzzing throughput. Our results demonstrate that cuFuzz is an effective and deployable addition to the GPU testing toolbox. cuFuzz is publicly available at https://github.com/NVlabs/cuFuzz/.",Memory Forms,External Retrieved Memory,System,0.55,"GPUs play an increasingly important role in modern software. However, the heterogeneous host-device execution model and expanding software stacks make GPU programs prone to memory-safety and concurrency bugs that evade static analysis. While fuzz-testing, combined with dynamic error checking tools, offers a plausible solution, it remains underutilized for GP",External Retrieved Memory,,,,memory | rag | safety | tool-use,memory injection | memory poisoning,access control | safe forgetting,
2603.12152v1,memory_bank_api+arxiv_api,,memory_bank_api,,,,imported_from_memory_bank,,,,memory-bank-import-2026-03-30,2026-03-30,2026-04-03,2603.12152v1,2026,False,2603.12152v1,LifeSim: Long-Horizon User Life Simulator for Personalized Assistant Evaluation,"Feiyu Duan, Xuanjing Huang, Zhongyu Wei",2026-03-12,2026-03-12,http://arxiv.org/abs/2603.12152v1,https://arxiv.org/pdf/2603.12152v1,,,False,,unknown,none,,0.0,https://github.com/dfy37/lifesim,"The rapid advancement of large language models (LLMs) has accelerated progress toward universal AI assistants. However, existing benchmarks for personalized assistants remain misaligned with real-world user-assistant interactions, failing to capture the complexity of external contexts and users' cognitive states. To bridge this gap, we propose LifeSim, a user simulator that models user cognition through the Belief-Desire-Intention (BDI) model within physical environments for coherent life trajectories generation, and simulates intention-driven user interactive behaviors. Based on LifeSim, we introduce LifeSim-Eval, a comprehensive benchmark for multi-scenario, long-horizon personalized assistance. LifeSim-Eval covers 8 life domains and 1,200 diverse scenarios, and adopts a multi-turn interactive method to assess models' abilities to complete explicit and implicit intentions, recover user profiles, and produce high-quality responses. Under both single-scenario and long-horizon settings, our experiments reveal that current LLMs face significant limitations in handling implicit intention and long-term user preference modeling.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"The rapid advancement of large language models (LLMs) has accelerated progress toward universal AI assistants. However, existing benchmarks for personalized assistants remain misaligned with real-world user-assistant interactions, failing to capture the complexity of external contexts and users' cognitive states. To bridge this gap, we propose LifeSim, a use",Contextual Memory | Interaction-Derived Memory,Profile or Persona,Act,,personalization | benchmark | evaluation | long-horizon,,,
2603.12091v1,memory_bank_api+arxiv_api,,memory_bank_api,,,,imported_from_memory_bank,,,,memory-bank-import-2026-03-30,2026-03-30,2026-04-03,2603.12091v1,2026,False,2603.12091v1,Resource-Efficient Iterative LLM-Based NAS with Feedback Memory,"Xiaojie Gu, Dmitry Ignatov, Radu Timofte",2026-03-12,2026-03-12,http://arxiv.org/abs/2603.12091v1,https://arxiv.org/pdf/2603.12091v1,,,False,,unknown,none,,0.0,,"Neural Architecture Search (NAS) automates network design, but conventional methods demand substantial computational resources. We propose a closed-loop pipeline leveraging large language models (LLMs) to iteratively generate, evaluate, and refine convolutional neural network architectures for image classification on a single consumer-grade GPU without LLM fine-tuning. Central to our approach is a historical feedback memory inspired by Markov chains: a sliding window of $K{=}5$ recent improvement attempts keeps context size constant while providing sufficient signal for iterative learning. Unlike prior LLM optimizers that discard failure trajectories, each history entry is a structured diagnostic triple -- recording the identified problem, suggested modification, and resulting outcome -- treating code execution failures as first-class learning signals. A dual-LLM specialization reduces per-call cognitive load: a Code Generator produces executable PyTorch architectures while a Prompt Improver handles diagnostic reasoning. Since both the LLM and architecture training share limited VRAM, the search implicitly favors compact, hardware-efficient models suited to edge deployment. We evaluate three frozen instruction-tuned LLMs (${\leq}7$B parameters) across up to 2000 iterations in an unconstrained open code space, using one-epoch proxy accuracy on CIFAR-10, CIFAR-100, and ImageNette as a fast ranking signal. On CIFAR-10, DeepSeek-Coder-6.7B improves from 28.2% to 69.2%, Qwen2.5-7B from 50.0% to 71.5%, and GLM-5 from 43.2% to 62.0%. A full 2000-iteration search completes in ${\approx}18$ GPU hours on a single RTX~4090, establishing a low-budget, reproducible, and hardware-aware paradigm for LLM-driven NAS without cloud infrastructure.",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Neural Architecture Search (NAS) automates network design, but conventional methods demand substantial computational resources. We propose a closed-loop pipeline leveraging large language models (LLMs) to iteratively generate, evaluate, and refine convolutional neural network architectures for image classification on a single consumer-grade GPU without LLM f",Parametric Memory | Contextual Memory | External Retrieved Memory | Interaction-Derived Memory,Reasoning,,,memory | rag,memory injection | memory poisoning,,
2603.11896v1,memory_bank_api+arxiv_api,,memory_bank_api,,,,imported_from_memory_bank,,,,memory-bank-import-2026-03-30,2026-03-30,2026-04-03,2603.11896v1,2026,False,2603.11896v1,Think While Watching: Online Streaming Segment-Level Memory for Multi-Turn Video Reasoning in Multimodal Large Language Models,"Lu Wang, Zhuoran Jin, Yupu Hao, Yubo Chen, Kang Liu, Yulong Ao, Jun Zhao",2026-03-12,2026-03-12,http://arxiv.org/abs/2603.11896v1,https://arxiv.org/pdf/2603.11896v1,,,False,,unknown,none,,0.0,https://github.com/wl666hhh/Think_While_Watching/,"Multimodal large language models (MLLMs) have shown strong performance on offline video understanding, but most are limited to offline inference or have weak online reasoning, making multi-turn interaction over continuously arriving video streams difficult. Existing streaming methods typically use an interleaved perception-generation paradigm, which prevents concurrent perception and generation and leads to early memory decay as streams grow, hurting long-range dependency modeling. We propose Think While Watching, a memory-anchored streaming video reasoning framework that preserves continuous segment-level memory during multi-turn interaction. We build a three-stage, multi-round chain-of-thought dataset and adopt a stage-matched training strategy, while enforcing strict causality through a segment-level streaming causal mask and streaming positional encoding. During inference, we introduce an efficient pipeline that overlaps watching and thinking and adaptively selects the best attention backend. Under both single-round and multi-round streaming input protocols, our method achieves strong results. Built on Qwen3-VL, it improves single-round accuracy by 2.6% on StreamingBench and by 3.79% on OVO-Bench. In the multi-round setting, it maintains performance while reducing output tokens by 56%. Code is available at: https://github.com/wl666hhh/Think_While_Watching/",Evaluation and Benchmarks,Long-Term Memory Evaluation,Benchmark,0.55,"Multimodal large language models (MLLMs) have shown strong performance on offline video understanding, but most are limited to offline inference or have weak online reasoning, making multi-turn interaction over continuously arriving video streams difficult. Existing streaming methods typically use an interleaved perception-generation paradigm, which prevents",Interaction-Derived Memory,Strategic | Reasoning,Act,,memory | multimodal,memory injection | memory poisoning,,
2603.11768v1,arxiv_api,,daily_arxiv,live_fetch,,,fetched_from_arxiv,,,http://arxiv.org/abs/2603.11768v1,2026-03-30,2026-03-30,2026-04-03,2603.11768v1,2026,False,2603.11768v1,"Governing Evolving Memory in LLM Agents: Risks, Mechanisms, and the Stability and Safety Governed Memory (SSGM) Framework","Chingkwun Lam, Jiaxin Li, Lingfei Zhang, Kuo Zhao",2026-03-12,2026-03-12,http://arxiv.org/abs/2603.11768v1,https://arxiv.org/pdf/2603.11768v1,,,False,,unknown,none,,0.0,,"Long-term memory has emerged as a foundational component of autonomous Large Language Model (LLM) agents, enabling continuous adaptation, lifelong multimodal learning, and sophisticated reasoning. However, as memory systems transition from static retrieval databases to dynamic, agentic mechanisms, critical concerns regarding memory governance, semantic drift, and privacy vulnerabilities have surfaced. While recent surveys have focused extensively on memory retrieval efficiency, they largely overlook the emergent risks of memory corruption in highly dynamic environments. To address these emerging challenges, we propose the Stability and Safety-Governed Memory (SSGM) framework, a conceptual governance architecture. SSGM decouples memory evolution from execution by enforcing consistency verification, temporal decay modeling, and dynamic access control prior to any memory consolidation. Through formal analysis and architectural decomposition, we show how SSGM can mitigate topology-induced knowledge leakage where sensitive contexts are solidified into long-term storage, and help prevent semantic drift where knowledge degrades through iterative summarization. Ultimately, this work provides a comprehensive taxonomy of memory corruption risks and establishes a robust governance paradigm for deploying safe, persistent, and reliable agentic memory systems.",Threat Landscape,Privacy and Confidentiality,Benchmark,0.55,"Long-term memory has emerged as a foundational component of autonomous Large Language Model (LLM) agents, enabling continuous adaptation, lifelong multimodal learning, and sophisticated reasoning. However, as memory systems transition from static retrieval databases to dynamic, agentic mechanisms, critical concerns regarding memory governance, semantic drift",Contextual Memory | External Retrieved Memory,Declarative | Reasoning,Retrieve,Confidentiality | Temporal Consistency | Alignment Stability,agent | memory | retrieval | rag | semantic-memory | privacy | safety | governance | multimodal,privacy leakage | memory injection | memory poisoning,access control | safe forgetting,
